comment_id,text,timestamp,source_url,text_raw,text_clean,word_count,english_word_count,has_english_word,is_strict_english,emoji_removed_text,tokens,tokens_no_stopwords,tokens_lemmatized,processed_text,is_relevant,relevance_score,relevance_reason,relevance_terms,is_sarcastic,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms,nrc_token_count,nrc_matched_token_count,nrc_base_anger,nrc_base_anticipation,nrc_base_fear,nrc_base_trust,nrc_base_sadness,nrc_base_hope,nrc_base_frustration,local_emotion_applied,local_emotion_terms,local_emotion_match_count,local_anger_score,local_fear_score,local_trust_score,local_hope_score,local_sadness_score,local_frustration_score,nrc_anger,nrc_anticipation,nrc_fear,nrc_trust,nrc_sadness,nrc_hope,nrc_frustration,naive_bayes_prediction,logistic_regression_prediction,svm_prediction,analysis_batch_id,analysis_timestamp
1439100443812804,So when u build a house is it a must that u have to have anything to do with zesco ai 🤔🤔,2026-07-31T01:01:11.777047+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,So when u build a house is it a must that u have to have anything to do with zesco ai 🤔🤔,so when u build a house is it a must that u have to have anything to do with zesco ai 🤔🤔,21,,,,so when u build a house is it a must that u have to have anything to do with zesco ai,"['so', 'when', 'u', 'build', 'a', 'house', 'is', 'it', 'a', 'must', 'that', 'u', 'have', 'to', 'have', 'anything', 'to', 'do', 'with', 'zesco', 'ai']","['u', 'build', 'house', 'must', 'u', 'anything', 'zesco', 'ai']","['u', 'build', 'house', 'must', 'u', 'anything', 'zesco', 'ai']",u build house must u anything zesco ai,True,3,matched_energy_terms,zesco,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,negative,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
1420556465670781,How can you increase the price of a commodity you claim not to have?,2026-07-31T01:01:11.777051+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,How can you increase the price of a commodity you claim not to have?,how can you increase the price of a commodity you claim not to have,14,,,,how can you increase the price of a commodity you claim not to have,"['how', 'can', 'you', 'increase', 'the', 'price', 'of', 'a', 'commodity', 'you', 'claim', 'not', 'to', 'have']","['how', 'increase', 'price', 'commodity', 'claim']","['how', 'increase', 'price', 'commodity', 'claim']",how increase price commodity claim,False,0,no_energy_or_zesco_terms,,False,0.3182,positive,0.3182,0.365,0.635,0.0,positive,0.3182,positive,False,0.0,,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,negative,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
794050503209345,"ELO lwanya nomba,the same power we having for k5 hrs a day 🤔",2026-07-31T01:01:11.777054+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,"ELO lwanya nomba,the same power we having for k5 hrs a day 🤔",elo lwanya nomba the same power we having for k5 hrs a day 🤔,13,,,,elo lwanya nomba the same power we having for k5 hrs a day,"['elo', 'lwanya', 'nomba', 'the', 'same', 'power', 'we', 'having', 'for', 'k5', 'hrs', 'a', 'day']","['elo', 'lwanya', 'nomba', 'same', 'power', 'having', 'k5', 'hrs', 'day']","['elo', 'lwanya', 'nomba', 'same', 'power', 'having', 'k5', 'hrs', 'day']",elo lwanya nomba same power having k5 hrs day,True,4,matched_energy_and_context_terms,"hrs,power",False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,neutral,negative,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
1101229545505920,Iye ndiye Finish himmmmmmmmm in mortal combat.,2026-07-31T01:01:11.777057+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,Iye ndiye Finish himmmmmmmmm in mortal combat.,iye ndiye finish himmmmmmmmm in mortal combat,7,,,,iye ndiye finish himmmmmmmmm in mortal combat,"['iye', 'ndiye', 'finish', 'himmmmmmmmm', 'in', 'mortal', 'combat']","['iye', 'ndiye', 'finish', 'himmmmmmmmm', 'mortal', 'combat']","['iye', 'ndiye', 'finish', 'himmmmmmmmm', 'mortal', 'combat']",iye ndiye finish himmmmmmmmm mortal combat,False,0,no_energy_or_zesco_terms,,False,-0.34,negative,-0.34,0.0,0.676,0.324,negative,-0.34,negative,False,0.0,,6,2,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,neutral,neutral,neutral,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
684085601370580,I like how you're fixing us mweh🤣🤣🤣,2026-07-31T01:01:11.777060+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,I like how you're fixing us mweh🤣🤣🤣,i like how you re fixing us mweh🤣🤣🤣,8,,,,i like how you re fixing us mweh,"['i', 'like', 'how', 'you', 're', 'fixing', 'us', 'mweh']","['like', 'how', 're', 'fixing', 'us', 'mweh']","['like', 'how', 're', 'fixing', 'us', 'mweh']",like how re fixing us mweh,False,0,no_energy_or_zesco_terms,,False,0.3612,positive,0.3612,0.333,0.667,0.0,positive,0.3612,positive,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,mweh,1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,negative,negative,neutral,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
1489243002099736,"As if loading alone is not enough, awe mwandi🤧",2026-07-31T01:01:11.777063+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,"As if loading alone is not enough, awe mwandi🤧",as if loading alone is not enough awe mwandi🤧,9,,,,as if loading alone is not enough awe mwandi,"['as', 'if', 'loading', 'alone', 'is', 'not', 'enough', 'awe', 'mwandi']","['loading', 'alone', 'enough', 'awe', 'mwandi']","['loading', 'alone', 'enough', 'awe', 'mwandi']",loading alone enough awe mwandi,False,0,no_energy_or_zesco_terms,,False,-0.25,negative,-0.95,0.0,0.667,0.333,negative,-0.95,negative,True,-0.7,awe,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,mwandi,1,0.1,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.2,negative,negative,negative,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
751790887852813,"🤣🤣🤣🤣 self sustainable with no customers,so if you increase the tarriffs to 100% but you are giving people 3hours of power instead of 24hours.... how long will it take a customer to finish the units plus the influx of solar equipments.....by the time this issue is resolved the population would have known to live without power",2026-07-31T01:01:11.777067+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,"🤣🤣🤣🤣 self sustainable with no customers,so if you increase the tarriffs to 100% but you are giving people 3hours of power instead of 24hours.... how long will it take a customer to finish the units plus the influx of solar equipments.....by the time this issue is resolved the population would have known to live without power",🤣🤣🤣🤣 self sustainable with no customers so if you increase the tarriffs to 100 but you are giving people 3hours of power instead of 24hours how long will it take a customer to finish the units plus the influx of solar equipments by the time this issue is resolved the population would have known to live without power,57,,,,self sustainable with no customers so if you increase the tarriffs to 100 but you are giving people 3hours of power instead of 24hours how long will it take a customer to finish the units plus the influx of solar equipments by the time this issue is resolved the population would have known to live without power,"['self', 'sustainable', 'with', 'no', 'customers', 'so', 'if', 'you', 'increase', 'the', 'tarriffs', 'to', '100', 'but', 'you', 'are', 'giving', 'people', '3hours', 'of', 'power', 'instead', 'of', '24hours', 'how', 'long', 'will', 'it', 'take', 'a', 'customer', 'to', 'finish', 'the', 'units', 'plus', 'the', 'influx', 'of', 'solar', 'equipments', 'by', 'the', 'time', 'this', 'issue', 'is', 'resolved', 'the', 'population', 'would', 'have', 'known', 'to', 'live', 'without', 'power']","['self', 'sustainable', 'customers', 'increase', 'tarriffs', '100', 'giving', 'people', '3hours', 'power', 'instead', '24hours', 'how', 'long', 'take', 'customer', 'finish', 'units', 'plus', 'influx', 'solar', 'equipments', 'time', 'issue', 'resolved', 'population', 'would', 'known', 'live', 'without', 'power']","['self', 'sustainable', 'customers', 'increase', 'tarriffs', '100', 'giving', 'people', '3hours', 'power', 'instead', '24hours', 'how', 'long', 'take', 'customer', 'finish', 'units', 'plus', 'influx', 'solar', 'equipments', 'time', 'issue', 'resolved', 'population', 'would', 'known', 'live', 'without', 'power']",self sustainable customers increase tarriffs 100 giving people 3hours power instead 24hours how long take customer finish units plus influx solar equipments time issue resolved population would known live without power,True,9,matched_energy_terms,"power,solar,units",False,0.6597,positive,0.6597,0.186,0.814,0.0,positive,0.6597,positive,False,0.0,,31,6,0.0,0.064516129032258,0.0,0.0,0.0,0.064516129032258,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0,0.0,0.0,0.064516129032258,0.0,positive,positive,positive,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
751790887852813,Arncle Brian Macwani imagine and whose interest?,2026-07-31T01:01:11.777070+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,Arncle Brian Macwani imagine and whose interest?,arncle brian macwani imagine and whose interest,7,,,,arncle brian macwani imagine and whose interest,"['arncle', 'brian', 'macwani', 'imagine', 'and', 'whose', 'interest']","['arncle', 'brian', 'macwani', 'imagine', 'whose', 'interest']","['arncle', 'brian', 'macwani', 'imagine', 'whose', 'interest']",arncle brian macwani imagine whose interest,False,0,no_energy_or_zesco_terms,,False,0.4588,positive,0.4588,0.375,0.625,0.0,positive,0.4588,positive,False,0.0,,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
751790887852813,The learned ones are suffering together with unlearned people,2026-07-31T01:01:11.777073+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,The learned ones are suffering together with unlearned people,the learned ones are suffering together with unlearned people,9,,,,the learned ones are suffering together with unlearned people,"['the', 'learned', 'ones', 'are', 'suffering', 'together', 'with', 'unlearned', 'people']","['learned', 'ones', 'suffering', 'together', 'unlearned', 'people']","['learned', 'ones', 'suffering', 'together', 'unlearned', 'people']",learned ones suffering together unlearned people,False,0,no_energy_or_zesco_terms,,False,-0.4767,negative,-0.4767,0.0,0.617,0.383,negative,-0.4767,negative,False,0.0,,6,1,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0833333333333333,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0833333333333333,negative,positive,positive,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
787782870329527,Marvellous Music sure sure man of God this is playing with our medulla or blongater it's uncceptable and their speech is uncertain,2026-07-31T01:01:11.777077+00:00,https://www.facebook.com/100068447443740/posts/1098187275806177/?app=fbl,Marvellous Music sure sure man of God this is playing with our medulla or blongater it's uncceptable and their speech is uncertain,marvellous music sure sure man of god this is playing with our medulla or blongater it s uncceptable and their speech is uncertain,23,,,,marvellous music sure sure man of god this is playing with our medulla or blongater it s uncceptable and their speech is uncertain,"['marvellous', 'music', 'sure', 'sure', 'man', 'of', 'god', 'this', 'is', 'playing', 'with', 'our', 'medulla', 'or', 'blongater', 'it', 's', 'uncceptable', 'and', 'their', 'speech', 'is', 'uncertain']","['marvellous', 'music', 'sure', 'sure', 'man', 'god', 'playing', 'medulla', 'blongater', 's', 'uncceptable', 'speech', 'uncertain']","['marvellous', 'music', 'sure', 'sure', 'man', 'god', 'playing', 'medulla', 'blongater', 's', 'uncceptable', 'speech', 'uncertain']",marvellous music sure sure man god playing medulla blongater s uncceptable speech uncertain,False,0,matched_off_topic_terms_only,music,False,0.6486,positive,0.6486,0.48,0.395,0.124,positive,0.6486,positive,False,0.0,,13,4,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,negative,positive,positive,20260731T010111Z-e869efb69a30,2026-07-31T01:01:12.891752+00:00
