comment_id,text,timestamp,source_url
1024515725564792,"I don't know who needs to hear this, but Isaiah 60:22 says, ""when time is right I the Lord will make it happen"". Ecclesiastes 3 vs 11 says He makes everything beautiful in its time. So my encouragement today is 'don't give up'. God is mindful of you. He will also make you prosper. Please Bless my day with a follow🤲🏽. It could mean alot. Thank you ❤️",2026-07-31T00:44:58.2114842Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1046569960320241,Very good news 😌,2026-07-31T00:44:58.1939764Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1049266963865479,"Committee yaba ERB thank you so much this is good news 📰 , keep on rejecting mwandini mulefikanafye .",2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1049266963865479,Hillary Y'oel Jay Exactly 😂,2026-07-31T00:44:58.1929759Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1049266963865479,Jonathan Simwaka nafyweo mubwesheko,2026-07-31T00:44:58.1919728Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1050133620067284,They should also reject fuel increment 😅,2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1122038989347587,"I wish,he can also manage Lusaka water and sewerage.... the most incompetent Company.",2026-07-31T00:44:58.2094871Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1144502223299519,"This is the best news I’ve heard all year! Hallelujah, Jesus is Lord 💕",2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1183839226052762,Count me in,2026-07-31T00:44:58.1959750Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1212412810188286,Please stop playing with us we are not your fathers children,2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1254124912625089,This is best news I’ve heard this year 🥳👍🏾😎,2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1437904383474620,God will make sure you don't lack food and money from today 💙💙💞💞,2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1541209723442126,So news was spread before they could even respond? These guys are slippery they'll just increase loadshedding hours to 24hrs per day,2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1575809016616811,Well done ERB,2026-07-31T00:44:58.2114842Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1656403655151126,"Either they'll do it in secret and slowly, or it'll come back and they'll accept next time",2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1673188406778511,What has happened or changed wow 😯,2026-07-31T00:44:58.2011061Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1701945407285054,Goodnews to my ears,2026-07-31T00:44:58.1959750Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,Apa it's to just go solar. Zabwino kulibe ku zesco 😅,2026-07-31T00:44:58.2104859Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,Joyful Malambo ikr 🥰,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,Kabanza Blessings complaining isn't sorting out anything. Must we continue complaining in vain. It's best to look for alternatives. And show the party our power on the ballot paper.,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,"Kabanza Blessings did you know that solar fridges are being sold in town. You think I'm talking from without? Whether expensive or not, we need to go solar because we have no choice. We can't continue depending on zesco when they're failing us. So you would rather depend on zesco?",2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,Liche That's the blank statement. What do you mean?,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,Ngoza suwilanji sinkala count me in,2026-07-31T00:44:58.2144849Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,"Ngoza suwilanji sinkala Do you know much is involved to set up solar that can power up a fridge? Between K40, 000 and K60, 000.",2026-07-31T00:44:58.2154864Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,Ngoza suwilanji sinkala Do you know that 64% of our population live in abject poverty? Who's going to cater for them?,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,Ngoza suwilanji sinkala kwasila,2026-07-31T00:44:58.2164858Z,https://www.facebook.com/100067823136380/posts/837739135163517/
1985532911880068,Sepiso Lilami ikr 🥰,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
24214013911535500,Good one sir,2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,Chushi Lyson exactly 💯,2026-07-31T00:44:58.1899616Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,"Gilgary Manda boi I don't trust ZESCO, they can even increase load shedding in that period.",2026-07-31T00:44:58.1865605Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,Gilgary Manda not the tanzania I know,2026-07-31T00:44:58.1909740Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,"Gilgary Manda the problem is that they can not guarantee you. If you remember in 2021 power was increased three times with a view to attract investors in the energy sector. Did the investors come? No. So if they are to justify the increament, they should first improve the supply and then increase.",2026-07-31T00:44:58.1877323Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,Gilgary Manda true boi increase but gives as power 24/7,2026-07-31T00:44:58.1865605Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,"Lewis Mtonga that's my point ☝️☝️, 24/7 power yet expensive 🫰",2026-07-31T00:44:58.1899616Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,Makuyu Sitwala exactly 💯,2026-07-31T00:44:58.1909740Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,"Muhammed Mwansa yet trust is key in business Boi but when an organisation like ZESCO loose it, it becomes something else",2026-07-31T00:44:58.1887434Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2432876523582008,"This is a political decision which doesn't make business sense! My opinion is that, Zesco Limited should guarantee us that once they increase power, we will have it 24/7 or load shedding will reduce significantly. It's better to have expensive power 24/7 than nothing. Tanzania Can give us 1000 mgw but it won't come at cheap price. Let's be realistic and face reality. Let's not advance political agendas everytime. Our brothers and sisters who depends on power for surviving are suffering muma komboni umu.",2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2777746012392289,Here someone cut all copper wires from about 4 transformers in the night. Why are Zambians like this sure😭😭,2026-07-31T00:44:58.1989727Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2777746012392289,Jessica Mwanza here in Monze they cut from people's houses very sad,2026-07-31T00:44:58.2074840Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2777746012392289,"Jessica Mwanza when the quote do the instant Justice on them, by bunning them.",2026-07-31T00:44:58.2084831Z,https://www.facebook.com/100067823136380/posts/837739135163517/
2777746012392289,Kaka Namz aweh sure Kansi no schedule is better that way vingapweko,2026-07-31T00:44:58.2084831Z,https://www.facebook.com/100067823136380/posts/837739135163517/
357315530650129,Good news thanks ERB,2026-07-31T00:44:58.1999729Z,https://www.facebook.com/100067823136380/posts/837739135163517/
3659405257607178,That's good news how can they adjust electricity with this kind of load shading,2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
385416944580717,ZESCO is for Zambians not those directors idling there. Why propose tarrif increase that won't reduce loadshedding what type of thinking is that. Government will import power using other resources than burdening citizens.,2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
478611431727670,That's good,2026-07-31T00:44:58.1969728Z,https://www.facebook.com/100067823136380/posts/837739135163517/
505070355452520,"Do you know mouth odøur has two major advantages amongst others?.... First, it Separates a fīght quickly Secondly, it wins every Ārgument😂",2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
513965564479203,Milambo Milimo as simple as that 👌,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
513965564479203,Milambo Milimo true,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
513965564479203,Milambo Milimo very simple 😴,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
513965564479203,Nkole Mwansa Bwalya why should they continue enjoying while the masses are suffering?,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
513965564479203,"Very good 👍 let them cut down hefty salaries and allowances for senior government officials,MPs Ministers and add the money they seize from politicians,why getting from the already struggling Zambians?lets suffer together we are in this together",2026-07-31T00:44:58.2094871Z,https://www.facebook.com/100067823136380/posts/837739135163517/
527293503312970,"Good move. Let the government audit Zesco senior managers and directors they are accumulating a lot of wealth, that money will just end up in people's pockets. Money that is supposed to manage supply and create alternative sources of power is used to build flats for their families around Zambia.",2026-07-31T00:44:58.2124850Z,https://www.facebook.com/100067823136380/posts/837739135163517/
538577878736522,"Christoph Lindinger Am not disputing the dollar issue,what am saying is that Zesco has a lot of other problems apart from Kwacha depression.Zesco buys power from other companies who are actually not complaining as Zesco is,simply because Zesco has too many unnecessary political overheads.",2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
538577878736522,Christoph Lindinger I agree and that's why I stated that exports by Zesco are viable but not the Kwacha tariffs but again Zesco's administrative costs are way too high and to strike a balance they need to offload some of these administrative costs.,2026-07-31T00:44:58.2034670Z,https://www.facebook.com/100067823136380/posts/837739135163517/
538577878736522,"Christoph Lindinger The biggest problem is what Zesco does with it's money.If their money was being used correctly,they would not be complaining about electricity being cheap.Politicians and Political parties are killing Zesco.",2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
538577878736522,"For a fact it's true in its current format Zesco's operating costs outweigh the Kwacha tariffs in place in realization of its revenue apart from what they charge on exports. Zesco has huge administrative costs and this has been discussed numerous times and at one point IDC were instructed to streamline these costs and bring them to acceptable levels as this would ultimately reduce its cost structures and therefore not necessarily increase sharply the tariffs, but nothing was ever done up to now.",2026-07-31T00:44:58.1847608Z,https://www.facebook.com/100067823136380/posts/837739135163517/
538577878736522,"Mr kadzidzi all true, but 3-4 US Cent per kWh isn't sustainable, apart from all the problems that exist at Zesco.",2026-07-31T00:44:58.2064871Z,https://www.facebook.com/100067823136380/posts/837739135163517/
538577878736522,"Mr kadzidzi the kwacha is at 26 to the dollar. Any investment made in power generation is done with dollars, that's the problem. Even the Chinese don't want Kwacha, they want Dollars. So if we want investments in power generation, Solar power plants, they will have to be paid in Dollars and a price of 3 US cent per kWh is not sufficient to pay for it.",2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
538577878736522,"Nick Ndawa electricity is too cheap at the current kwacha rate. It makes investments into power generation impossible. Regarding previous price increases, compare to Kwacha depreciation to the USD. Investments are done in USD, not kwacha.",2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
538577878736522,"Nick Ndawa unfortunately not many see it this way, I personally feel the increment was necessary though itchy.",2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,100% true ... this is zambia,2026-07-31T00:44:58.2377371Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,Chinoya Muyeye 100% Correct. We cannot rule that one out. The opposition had already started feasting and celebrating the impending power increase.,2026-07-31T00:44:58.2325291Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,"Chinoya Muyeye mmmm backwardness boss, always ati they are used? Mmmm awe sure.",2026-07-31T00:44:58.2366097Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,Chinoya Muyeye they are very irritating,2026-07-31T00:44:58.2356125Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,Chinoya Muyeye this kind of thinking is so primitive 🤔,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,Chinoya Muyeye When are we going to reach a level that we don't look at everything with political lenses.,2026-07-31T00:44:58.2377371Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,Chinoya Muyeye yes,2026-07-31T00:44:58.2345982Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,"Chinoya Muyeye you are right,you wonder if some are really qualified looking at the way they work.",2026-07-31T00:44:58.2325291Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,Chinoya Muyeye you may be right,2026-07-31T00:44:58.2366097Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,"Dimas Muzo Its my opinion, not yours",2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,True,2026-07-31T00:44:58.2325291Z,https://www.facebook.com/100067823136380/posts/837739135163517/
7854154638030189,"Zesco might be used by some section of politics, the entire staff and management must be screened",2026-07-31T00:44:58.2134863Z,https://www.facebook.com/100067823136380/posts/837739135163517/
789625639914292,That sound is very good to my ears.,2026-07-31T00:44:58.1979754Z,https://www.facebook.com/100067823136380/posts/837739135163517/
814288367246613,Kay Jinks Kafue Nafuti,2026-07-31T00:44:58.2170132Z,https://www.facebook.com/100067823136380/posts/837739135163517/
814288367246613,🏃🏃🏃me running to Thomas sipalo's page to see negativity,2026-07-31T00:44:58.2134863Z,https://www.facebook.com/100067823136380/posts/837739135163517/
815950390667378,"Bashi Kalasa Mulilo what makes you think reduction in supply won't increase commodity prices and increased inflation? Having it at a higher price meant production of food and related products at increased prices than having to have nothing on the shelves, then low supply would obviously increase the price. Either way, we have two evils, which one is of lesser evil?",2026-07-31T00:44:58.1707026Z,https://www.facebook.com/100067823136380/posts/837739135163517/
